Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
81	Spectrogram 1	1	Leptodactylus_fuscus	50.378666667	50.730666667	4453.125	4921.875	8944	0
82	Spectrogram 1	1	Leptodactylus_fuscus	50.805333333	51.136	3914.0625	4968.75	8948	0
83	Spectrogram 1	1	Leptodactylus_fuscus	51.434666667	51.765333333	4218.75	4945.3125	8951	0
84	Spectrogram 1	1	Leptodactylus_fuscus	51.914666667	52.106666667	4453.125	4828.125	8956	0
85	Spectrogram 1	1	Leptodactylus_fuscus	52.565333333	53.024	3796.875	5109.375	8961	0
86	Spectrogram 1	1	Leptodactylus_fuscus	53.504	53.973333333	4218.75	4945.3125	8966	0
87	Spectrogram 1	1	Leptodactylus_fuscus	54.048	54.666666667	4125.0	4945.3125	8970	0
88	Spectrogram 1	1	Leptodactylus_fuscus	54.858666667	55.2	4289.0625	4968.75	8976	0
89	Spectrogram 1	1	Leptodactylus_fuscus	55.338666667	55.616	3890.625	4828.125	8980	0
90	Spectrogram 1	1	Leptodactylus_fuscus	55.797333333	56.064	4171.875	4992.1875	8982	0
91	Spectrogram 1	1	Leptodactylus_fuscus	56.341333333	56.512	4476.5625	4781.25	8985	0
92	Spectrogram 1	1	Leptodactylus_fuscus	56.597333333	57.216	3539.0625	4898.4375	8988	0
93	Spectrogram 1	1	Leptodactylus_fuscus	57.962666667	58.517333333	4218.75	4875.0	8996	0
94	Spectrogram 1	1	Leptodactylus_fuscus	58.730666667	59.029333333	3468.75	4968.75	9000	0
95	Spectrogram 1	1	Leptodactylus_fuscus	59.242666667	59.808	4148.4375	4992.1875	9003	0
