Selection	View	Channel	Specie ID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Original Index	review
55	Spectrogram 1	1	Boana_platanera	44.896	45.034666667	1453.125	1828.125	455	0
56	Spectrogram 1	1	Boana_platanera	46.026666667	46.208	1406.25	1828.125	458	0
57	Spectrogram 1	1	Boana_platanera	46.88	47.093333333	1476.5625	1828.125	459	0
58	Spectrogram 1	1	Boana_platanera	47.968	48.16	1265.625	1898.4375	462	0
59	Spectrogram 1	1	Boana_platanera	48.48	48.714666667	1429.6875	1851.5625	463	0
60	Spectrogram 1	1	Boana_platanera	49.28	49.408	1406.25	1851.5625	466	0
61	Spectrogram 1	1	Boana_platanera	49.802666667	50.133333333	1335.9375	1828.125	468	0
62	Spectrogram 1	1	Boana_platanera	50.325333333	50.570666667	1335.9375	1828.125	470	0
63	Spectrogram 1	1	Boana_platanera	51.136	51.285333333	1453.125	1875.0	472	0
64	Spectrogram 1	1	Boana_platanera	52.672	52.885333333	1406.25	1992.1875	478	0
65	Spectrogram 1	1	Boana_platanera	53.098666667	53.290666667	1382.8125	2109.375	480	0
66	Spectrogram 1	1	Boana_platanera	53.728	53.962666667	1500.0	2179.6875	482	0
67	Spectrogram 1	1	Boana_platanera	54.154666667	54.464	1359.375	2132.8125	484	0
68	Spectrogram 1	1	Boana_platanera	56.213333333	56.362666667	1406.25	1828.125	490	0
69	Spectrogram 1	1	Boana_platanera	57.450666667	57.674666667	1429.6875	1804.6875	493	0
70	Spectrogram 1	1	Boana_platanera	58.549333333	58.709333333	1335.9375	2062.5	498	0
71	Spectrogram 1	1	Boana_platanera	59.029333333	59.2	1382.8125	1828.125	501	0
