Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Fmin	Fmax	Specie ID
122	Spectrogram 1	1	47.809886621315194	48.40199546485261	3875.9765625	12101.66015625	21.51219512195122	22050	ramphocelus dimidiatus 2
123	Spectrogram 1	1	47.9027664399093	48.03047619047619	16537.5	17549.560546875	21.51219512195122	22050	noise
124	Spectrogram 1	1	48.32072562358277	48.70385487528345	3079.248046875	4866.50390625	21.51219512195122	22050	noise
125	Spectrogram 1	1	48.738684807256234	49.017324263038546	3983.642578125	4909.5703125	21.51219512195122	22050	Hyloxalus
126	Spectrogram 1	1	49.237913832199546	49.621043083900226	4026.708984375	4866.50390625	21.51219512195122	22050	noise
127	Spectrogram 1	1	49.66748299319728	50.36408163265306	1614.990234375	6029.296875	21.51219512195122	22050	Ramphocelus dimidiatus
128	Spectrogram 1	1	49.89968253968254	50.062222222222225	6416.89453125	7450.48828125	21.51219512195122	22050	noise
129	Spectrogram 1	1	49.92290249433107	50.03900226757369	9173.14453125	9840.673828125	21.51219512195122	22050	noise
130	Spectrogram 1	1	50.561451247165536	51.2	4069.775390625	4909.5703125	21.51219512195122	22050	noise
131	Spectrogram 1	1	51.327709750566896	51.60634920634921	4026.708984375	4931.103515625	21.51219512195122	22050	Hyloxalus
132	Spectrogram 1	1	51.66439909297052	52.63963718820862	1442.724609375	5857.03125	21.51219512195122	22050	Ramphocelus dimidiatus
133	Spectrogram 1	1	51.687619047619044	51.85015873015873	5943.1640625	7579.6875	21.51219512195122	22050	noise
134	Spectrogram 1	1	51.710839002267576	51.85015873015873	7665.8203125	8484.08203125	21.51219512195122	22050	noise
135	Spectrogram 1	1	52.75573696145125	53.19691609977324	4026.708984375	4801.904296875	21.51219512195122	22050	noise
136	Spectrogram 1	1	53.057596371882084	53.31301587301587	7321.2890625	7773.486328125	21.51219512195122	22050	noise
137	Spectrogram 1	1	53.52199546485261	53.69614512471655	4285.107421875	4801.904296875	21.51219512195122	22050	Hyloxalus
138	Spectrogram 1	1	53.56843537414966	53.719365079365076	2260.986328125	2605.517578125	21.51219512195122	22050	noise
139	Spectrogram 1	1	53.85868480725624	54.24181405895692	2863.916015625	3746.77734375	21.51219512195122	22050	noise
140	Spectrogram 1	1	53.97478458049886	54.21859410430839	4285.107421875	4801.904296875	21.51219512195122	22050	Hyloxalus
141	Spectrogram 1	1	54.543673469387755	54.72943310657596	4328.173828125	4801.904296875	21.51219512195122	22050	Hyloxalus
142	Spectrogram 1	1	54.96163265306122	55.22866213151927	3251.513671875	5598.6328125	21.51219512195122	22050	noise
143	Spectrogram 1	1	54.99646258503402	55.193832199546485	5770.8984375	6546.09375	21.51219512195122	22050	noise
144	Spectrogram 1	1	55.58857142857143	55.75111111111111	4263.57421875	4844.970703125	21.51219512195122	22050	Hyloxalus
145	Spectrogram 1	1	55.913650793650795	56.43609977324263	1528.857421875	5749.365234375	21.51219512195122	22050	Ramphocelus dimidiatus
146	Spectrogram 1	1	55.93687074829932	56.076190476190476	6373.828125	7192.08984375	21.51219512195122	22050	noise
147	Spectrogram 1	1	56.6334693877551	56.86566893424036	4328.173828125	4866.50390625	21.51219512195122	22050	Hyloxalus
148	Spectrogram 1	1	57.15591836734694	57.376507936507934	4328.173828125	4823.4375	21.51219512195122	22050	Hyloxalus
149	Spectrogram 1	1	57.63192743764172	57.89895691609977	4263.57421875	4844.970703125	21.51219512195122	22050	Hyloxalus
150	Spectrogram 1	1	58.10793650793651	58.38657596371882	4285.107421875	4844.970703125	21.51219512195122	22050	Hyloxalus
151	Spectrogram 1	1	58.63038548752834	58.89741496598639	4349.70703125	4909.5703125	21.51219512195122	22050	Hyloxalus
152	Spectrogram 1	1	59.09478458049887	59.47791383219955	3014.6484375	5038.76953125	21.51219512195122	22050	noise
153	Spectrogram 1	1	59.582403628117916	59.7449433106576	4263.57421875	4844.970703125	21.51219512195122	22050	Hyloxalus
154	Spectrogram 1	1	59.8378231292517	59.965532879818596	7536.62109375	8548.681640625	21.51219512195122	22050	noise
155	Spectrogram 1	1	59.8378231292517	59.94231292517007	6826.025390625	7428.955078125	21.51219512195122	22050	noise
