Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	offset	review	type	Reason
278	Spectrogram 1	1	352.511927438	353.243356009	3122.314	7773.486	JAGUAS253_20121114_102107.wav	Call bird 1	708	300	0		
280	Spectrogram 1	1	355.228662132	355.565351474	2906.982	6632.227	JAGUAS253_20121114_102107.wav	Call bird 1	711	300	0		
281	Spectrogram 1	1	356.563809524	356.970158730	3229.980	6330.762	JAGUAS253_20121114_102107.wav	Call bird 1	712	300	0		
283	Spectrogram 1	1	358.107936508	358.676825397	2971.582	6266.162	JAGUAS253_20121114_102107.wav	Call bird 1	714	300	0		
215	Spectrogram 1	1	240.534058957	240.893968254	3682.178	7170.557	JAGUAS253_20121114_084107.wav	Call bird 2	529	240	0		
224	Spectrogram 1	1	248.324353741	248.695873016	4285.107	7278.223	JAGUAS253_20121114_084107.wav	Call bird 2	546	240	0		
228	Spectrogram 1	1	251.900226757	252.236916100	4112.842	7041.357	JAGUAS253_20121114_084107.wav	Call bird 2	555	240	0		
231	Spectrogram 1	1	254.024852608	254.837551020	4177.441	6933.691	JAGUAS253_20121114_084107.wav	Call bird 2	559	240	0		
235	Spectrogram 1	1	260.003990930	260.282630385	6416.895	8505.615	JAGUAS253_20121114_084107.wav	Call bird 2	569	240	0		
239	Spectrogram 1	1	265.959909297	266.284988662	4220.508	6632.227	JAGUAS253_20121114_084107.wav	Call bird 2	587	240	0		
240	Spectrogram 1	1	267.411156463	267.713015873	2670.117	7493.555	JAGUAS253_20121114_084107.wav	Call bird 2	588	240	0		
241	Spectrogram 1	1	269.187482993	269.477732426	4220.508	7235.156	JAGUAS253_20121114_084107.wav	Call bird 2	596	240	0		
243	Spectrogram 1	1	272.148027211	272.415056689	4521.973	6029.297	JAGUAS253_20121114_084107.wav	Call bird 2	605	240	0		
244	Spectrogram 1	1	273.854693878	274.133333333	4651.172	6869.092	JAGUAS253_20121114_084107.wav	Call bird 2	608	240	0		
245	Spectrogram 1	1	276.501768707	276.850068027	4026.709	7127.490	JAGUAS253_20121114_084107.wav	Call bird 2	611	240	0		
246	Spectrogram 1	1	278.069115646	278.324535147	4263.574	6546.094	JAGUAS253_20121114_084107.wav	Call bird 2	612	240	0		
247	Spectrogram 1	1	279.671292517	279.961541950	4672.705	6890.625	JAGUAS253_20121114_084107.wav	Call bird 2	614	240	0		
248	Spectrogram 1	1	281.087709751	281.505668934	4263.574	7149.023	JAGUAS253_20121114_084107.wav	Call bird 2	616	240	0		
249	Spectrogram 1	1	283.688344671	284.013424036	4242.041	6998.291	JAGUAS253_20121114_084107.wav	Call bird 2	617	240	0		
250	Spectrogram 1	1	285.441451247	285.731700680	4177.441	6503.027	JAGUAS253_20121114_084107.wav	Call bird 2	619	240	0		
251	Spectrogram 1	1	287.717006803	288.007256236	4565.039	7170.557	JAGUAS253_20121114_084107.wav	Call bird 2	624	240	0		
252	Spectrogram 1	1	292.256507937	292.523537415	4543.506	5943.164	JAGUAS253_20121114_084107.wav	Call bird 2	629	240	0		
286	Spectrogram 1	1	370.495419501	370.762448980	5534.033	7385.889	JAGUAS253_20121114_113107.wav	Call bird 2	727	360	0		
290	Spectrogram 1	1	378.436643991	378.784943311	5943.164	8397.949	JAGUAS253_20121114_113107.wav	Call bird 2	747	360	0		
291	Spectrogram 1	1	380.665759637	381.014058957	4500.439	6869.092	JAGUAS253_20121114_113107.wav	Call bird 2	758	360	0		
294	Spectrogram 1	1	389.709931973	390.081451247	4048.242	6567.627	JAGUAS253_20121114_113107.wav	Call bird 2	771	360	0		
296	Spectrogram 1	1	392.496326531	392.809795918	4672.705	6782.959	JAGUAS253_20121114_113107.wav	Call bird 2	777	360	0		
1	Spectrogram 1	1	0.464399093	1.834376417	5835.498	10034.473	JAGUAS253_20121114_080107.wav	Coereba flaveola	3	0	0		
284	Spectrogram 1	1	360.011609977	361.822766440	4629.639	9840.674	JAGUAS253_20121114_113107.wav	Coereba flaveola	719	360	0		
285	Spectrogram 1	1	367.871564626	369.125442177	5490.967	10120.605	JAGUAS253_20121114_113107.wav	Coereba flaveola	723	360	0		
287	Spectrogram 1	1	371.888616780	373.432743764	5426.367	10163.672	JAGUAS253_20121114_113107.wav	Coereba flaveola	731	360	0		
293	Spectrogram 1	1	387.202176871	388.247074830	4392.773	9926.807	JAGUAS253_20121114_113107.wav	Coereba flaveola	766	360	0		
297	Spectrogram 1	1	392.902675737	394.365532880	4220.508	10012.939	JAGUAS253_20121114_113107.wav	Coereba flaveola	779	360	0		
300	Spectrogram 1	1	420.092879819	420.487619048	2756.250	3337.646	JAGUAS253_20121114_230107.wav	Diasporus gularis	795	420	0		
301	Spectrogram 1	1	422.948934240	423.320453515	2842.383	3316.113	JAGUAS253_20121114_230107.wav	Diasporus gularis	806	420	0		
303	Spectrogram 1	1	426.385487528	426.745396825	2799.316	3337.646	JAGUAS253_20121114_230107.wav	Diasporus gularis	812	420	0		
304	Spectrogram 1	1	429.404081633	429.810430839	2713.184	3402.246	JAGUAS253_20121114_230107.wav	Diasporus gularis	815	420	0		
305	Spectrogram 1	1	432.155646259	432.515555556	2799.316	3273.047	JAGUAS253_20121114_230107.wav	Diasporus gularis	819	420	0		
306	Spectrogram 1	1	435.661859410	435.986938776	2820.850	3294.580	JAGUAS253_20121114_230107.wav	Diasporus gularis	826	420	0		
307	Spectrogram 1	1	438.901043084	439.214512472	2756.250	3273.047	JAGUAS253_20121114_230107.wav	Diasporus gularis	828	420	0		
308	Spectrogram 1	1	442.616235828	442.987755102	2734.717	3316.113	JAGUAS253_20121114_230107.wav	Diasporus gularis	836	420	0		
309	Spectrogram 1	1	445.518730159	445.843809524	2842.383	3316.113	JAGUAS253_20121114_230107.wav	Diasporus gularis	845	420	0		
310	Spectrogram 1	1	450.278820862	450.627120181	2820.850	3316.113	JAGUAS253_20121114_230107.wav	Diasporus gularis	853	420	0		
311	Spectrogram 1	1	481.439637188	481.880816327	2799.316	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	920	480	0		
312	Spectrogram 1	1	484.330521542	484.667210884	2820.850	3359.180	JAGUAS253_20121114_234107.wav	Diasporus gularis	926	480	0		
313	Spectrogram 1	1	486.942766440	487.360725624	2756.250	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	932	480	0		
315	Spectrogram 1	1	493.537233560	493.990022676	2756.250	3337.646	JAGUAS253_20121114_234107.wav	Diasporus gularis	956	480	0		
316	Spectrogram 1	1	496.312018141	496.706757370	2734.717	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	968	480	0		
317	Spectrogram 1	1	499.237732426	499.609251701	2820.850	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	979	480	0		
318	Spectrogram 1	1	502.418866213	502.825215420	2777.783	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	995	480	0		
319	Spectrogram 1	1	505.959909297	506.319818594	2820.850	3337.646	JAGUAS253_20121114_234107.wav	Diasporus gularis	998	480	0		
320	Spectrogram 1	1	508.572154195	508.897233560	2842.383	3337.646	JAGUAS253_20121114_234107.wav	Diasporus gularis	1001	480	0		
321	Spectrogram 1	1	512.031927438	512.345396825	2820.850	3359.180	JAGUAS253_20121114_234107.wav	Diasporus gularis	1004	480	0		
322	Spectrogram 1	1	514.144943311	514.330702948	2906.982	3186.914	JAGUAS253_20121114_234107.wav	Diasporus gularis	1008	480	0		
323	Spectrogram 1	1	515.398820862	515.781950113	2734.717	3294.580	JAGUAS253_20121114_234107.wav	Diasporus gularis	1011	480	0		
324	Spectrogram 1	1	518.045895692	518.405804989	2820.850	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	1017	480	0		
325	Spectrogram 1	1	521.877188209	522.213877551	2863.916	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	1024	480	0		
326	Spectrogram 1	1	524.593922902	524.919002268	2842.383	3316.113	JAGUAS253_20121114_234107.wav	Diasporus gularis	1037	480	0		
327	Spectrogram 1	1	526.788208617	526.962358277	2906.982	3208.447	JAGUAS253_20121114_234107.wav	Diasporus gularis	1043	480	0		
329	Spectrogram 1	1	532.035918367	532.384217687	2820.850	3337.646	JAGUAS253_20121114_234107.wav	Diasporus gularis	1053	480	0		
253	Spectrogram 1	1	305.479909297	306.048798186	1787.256	3402.246	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	639	300	0		
254	Spectrogram 1	1	309.125442177	309.531791383	1873.389	3359.180	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	642	300	0		
257	Spectrogram 1	1	314.535691610	315.011700680	1830.322	3940.576	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	649	300	0		
270	Spectrogram 1	1	339.543582766	339.938321995	1442.725	3531.445	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	686	300	0		
274	Spectrogram 1	1	345.615600907	345.987120181	1464.258	3337.646	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	698	300	0		
279	Spectrogram 1	1	354.114104308	354.508843537	1442.725	3940.576	JAGUAS253_20121114_102107.wav	Henicorhina leucosticta	710	300	0		
3	Spectrogram 1	1	3.842902494	4.028662132	4155.908	4435.840	JAGUAS253_20121114_080107.wav	Hyloxalus	11	0	0		
5	Spectrogram 1	1	7.372335601	7.697414966	4091.309	4457.373	JAGUAS253_20121114_080107.wav	Hyloxalus	19	0	0		
6	Spectrogram 1	1	8.126984127	8.370793651	4155.908	4586.572	JAGUAS253_20121114_080107.wav	Hyloxalus	20	0	0		
7	Spectrogram 1	1	8.568163265	8.962902494	4134.375	4629.639	JAGUAS253_20121114_080107.wav	Hyloxalus	22	0	0		
8	Spectrogram 1	1	9.287981859	9.543401361	4112.842	4672.705	JAGUAS253_20121114_080107.wav	Hyloxalus	23	0	0		
9	Spectrogram 1	1	10.437369615	10.681179138	4112.842	4715.771	JAGUAS253_20121114_080107.wav	Hyloxalus	24	0	0		
10	Spectrogram 1	1	10.959818594	11.215238095	4134.375	4715.771	JAGUAS253_20121114_080107.wav	Hyloxalus	25	0	0		
11	Spectrogram 1	1	11.459047619	11.749297052	4155.908	4715.771	JAGUAS253_20121114_080107.wav	Hyloxalus	26	0	0		
12	Spectrogram 1	1	11.969886621	12.213696145	4242.041	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	28	0	0		
13	Spectrogram 1	1	12.445895692	12.712925170	4112.842	4737.305	JAGUAS253_20121114_080107.wav	Hyloxalus	30	0	0		
14	Spectrogram 1	1	12.921904762	13.223764172	4134.375	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	31	0	0		
16	Spectrogram 1	1	14.431201814	14.686621315	4263.574	4801.904	JAGUAS253_20121114_080107.wav	Hyloxalus	33	0	0		
17	Spectrogram 1	1	14.814331066	15.174240363	4112.842	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	34	0	0		
18	Spectrogram 1	1	15.418049887	15.673469388	4112.842	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	35	0	0		
19	Spectrogram 1	1	15.882448980	16.149478458	4263.574	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	36	0	0		
20	Spectrogram 1	1	16.346848073	16.625487528	4198.975	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	37	0	0		
22	Spectrogram 1	1	16.764807256	17.101496599	4134.375	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	40	0	0		
23	Spectrogram 1	1	17.798095238	18.053514739	4134.375	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	44	0	0		
24	Spectrogram 1	1	18.274104308	18.552743764	4112.842	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	45	0	0		
25	Spectrogram 1	1	18.761723356	19.028752834	4155.908	4780.371	JAGUAS253_20121114_080107.wav	Hyloxalus	46	0	0		
26	Spectrogram 1	1	19.260952381	19.620861678	4069.775	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	47	0	0		
27	Spectrogram 1	1	19.748571429	20.003990930	4242.041	4801.904	JAGUAS253_20121114_080107.wav	Hyloxalus	49	0	0		
28	Spectrogram 1	1	20.143310658	20.514829932	4134.375	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	50	0	0		
29	Spectrogram 1	1	20.712199546	20.990839002	4112.842	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	52	0	0		
30	Spectrogram 1	1	21.234648526	21.559727891	4134.375	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	53	0	0		
31	Spectrogram 1	1	21.733877551	22.000907029	4177.441	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	56	0	0		
33	Spectrogram 1	1	22.883265306	23.138684807	4112.842	4995.703	JAGUAS253_20121114_080107.wav	Hyloxalus	58	0	0		
34	Spectrogram 1	1	23.881723356	24.137142857	4220.508	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	62	0	0		
35	Spectrogram 1	1	24.404172336	24.682811791	3962.109	4780.371	JAGUAS253_20121114_080107.wav	Hyloxalus	64	0	0		
36	Spectrogram 1	1	24.845351474	25.205260771	3983.643	4801.904	JAGUAS253_20121114_080107.wav	Hyloxalus	65	0	0		
37	Spectrogram 1	1	25.437460317	25.692879819	4242.041	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	66	0	0		
38	Spectrogram 1	1	27.109297052	27.353106576	4242.041	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	69	0	0		
39	Spectrogram 1	1	27.666575964	27.921995465	4112.842	4780.371	JAGUAS253_20121114_080107.wav	Hyloxalus	70	0	0		
40	Spectrogram 1	1	28.223854875	28.467664399	4220.508	4737.305	JAGUAS253_20121114_080107.wav	Hyloxalus	71	0	0		
41	Spectrogram 1	1	28.757913832	29.013333333	4220.508	4758.838	JAGUAS253_20121114_080107.wav	Hyloxalus	72	0	0		
42	Spectrogram 1	1	29.767981859	30.011791383	4155.908	4737.305	JAGUAS253_20121114_080107.wav	Hyloxalus	76	0	0		
43	Spectrogram 1	1	30.313650794	30.615510204	4091.309	4737.305	JAGUAS253_20121114_080107.wav	Hyloxalus	77	0	0		
44	Spectrogram 1	1	30.859319728	31.172789116	4069.775	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	78	0	0		
45	Spectrogram 1	1	31.404988662	31.753287982	4048.242	4801.904	JAGUAS253_20121114_080107.wav	Hyloxalus	79	0	0		
46	Spectrogram 1	1	31.904217687	32.368616780	4112.842	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	81	0	0		
47	Spectrogram 1	1	32.519546485	32.949115646	4134.375	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	82	0	0		
48	Spectrogram 1	1	34.423582766	34.748662132	4134.375	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	87	0	0		
49	Spectrogram 1	1	34.922811791	35.282721088	4048.242	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	88	0	0		
50	Spectrogram 1	1	35.700680272	35.979319728	4112.842	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	89	0	0		
51	Spectrogram 1	1	36.257959184	36.571428571	4112.842	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	90	0	0		
52	Spectrogram 1	1	36.780408163	37.105487528	4134.375	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	92	0	0		
53	Spectrogram 1	1	37.651156463	37.976235828	4069.775	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	93	0	0		
55	Spectrogram 1	1	38.568344671	38.905034014	4069.775	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	96	0	0		
56	Spectrogram 1	1	39.044353741	39.346213152	4134.375	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	97	0	0		
57	Spectrogram 1	1	39.508752834	39.822222222	4112.842	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	98	0	0		
58	Spectrogram 1	1	40.031201814	40.344671202	4091.309	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	100	0	0		
59	Spectrogram 1	1	40.472380952	40.785850340	4048.242	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	102	0	0		
60	Spectrogram 1	1	40.936780045	41.250249433	4134.375	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	103	0	0		
61	Spectrogram 1	1	41.494058957	41.795918367	4091.309	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	106	0	0		
62	Spectrogram 1	1	42.376417234	42.678276644	4134.375	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	107	0	0		
63	Spectrogram 1	1	42.829206349	43.131065760	4091.309	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	108	0	0		
64	Spectrogram 1	1	43.293605442	43.607074830	4112.842	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	109	0	0		
65	Spectrogram 1	1	43.816054422	44.117913832	4134.375	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	111	0	0		
66	Spectrogram 1	1	44.315283447	44.628752834	4134.375	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	112	0	0		
69	Spectrogram 1	1	46.277369615	46.579229025	4091.309	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	115	0	0		
70	Spectrogram 1	1	46.706938776	47.008798186	4134.375	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	116	0	0		
73	Spectrogram 1	1	49.040544218	49.365623583	4134.375	4888.037	JAGUAS253_20121114_080107.wav	Hyloxalus	122	0	0		
74	Spectrogram 1	1	49.504943311	49.806802721	4155.908	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	123	0	0		
75	Spectrogram 1	1	49.957732426	50.259591837	4177.441	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	125	0	0		
76	Spectrogram 1	1	50.456961451	50.747210884	4155.908	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	126	0	0		
77	Spectrogram 1	1	50.898140590	51.211609977	4091.309	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	127	0	0		
79	Spectrogram 1	1	53.115646259	53.440725624	4155.908	4952.637	JAGUAS253_20121114_080107.wav	Hyloxalus	132	0	0		
80	Spectrogram 1	1	53.556825397	53.881904762	4134.375	4931.104	JAGUAS253_20121114_080107.wav	Hyloxalus	134	0	0		
81	Spectrogram 1	1	55.832380952	56.145850340	4155.908	4909.570	JAGUAS253_20121114_080107.wav	Hyloxalus	138	0	0		
82	Spectrogram 1	1	56.285170068	56.621859410	4112.842	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	140	0	0		
84	Spectrogram 1	1	57.631927438	57.922176871	4069.775	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	144	0	0		
85	Spectrogram 1	1	58.525895692	58.827755102	4134.375	4844.971	JAGUAS253_20121114_080107.wav	Hyloxalus	147	0	0		
86	Spectrogram 1	1	58.978684807	59.292154195	3380.713	4823.438	JAGUAS253_20121114_080107.wav	Hyloxalus	148	0	0		
87	Spectrogram 1	1	59.489523810	59.779773243	3897.510	4866.504	JAGUAS253_20121114_080107.wav	Hyloxalus	150	0	0		
88	Spectrogram 1	1	61.160997732	61.288707483	4328.174	4758.838	JAGUAS253_20121114_081107.wav	Hyloxalus	155	60	0		
89	Spectrogram 1	1	61.637006803	61.764716553	4306.641	4715.771	JAGUAS253_20121114_081107.wav	Hyloxalus	158	60	0		
90	Spectrogram 1	1	64.446621315	64.574331066	4349.707	4737.305	JAGUAS253_20121114_081107.wav	Hyloxalus	171	60	0		
92	Spectrogram 1	1	73.676553288	73.850702948	4242.041	4758.838	JAGUAS253_20121114_081107.wav	Hyloxalus	188	60	0		
93	Spectrogram 1	1	76.706757370	76.927346939	4134.375	4758.838	JAGUAS253_20121114_081107.wav	Hyloxalus	192	60	0		
96	Spectrogram 1	1	86.865487528	87.190566893	3832.910	4392.773	JAGUAS253_20121114_081107.wav	Hyloxalus	209	60	0		
98	Spectrogram 1	1	88.595374150	88.850793651	4048.242	4651.172	JAGUAS253_20121114_081107.wav	Hyloxalus	219	60	0		
99	Spectrogram 1	1	90.499410431	90.720000000	4155.908	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	224	60	0		
101	Spectrogram 1	1	92.670476190	92.879455782	4005.176	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	231	60	0		
102	Spectrogram 1	1	93.761814059	93.970793651	4069.775	4866.504	JAGUAS253_20121114_081107.wav	Hyloxalus	233	60	0		
103	Spectrogram 1	1	94.307482993	94.551292517	4091.309	4888.037	JAGUAS253_20121114_081107.wav	Hyloxalus	234	60	0		
105	Spectrogram 1	1	95.770340136	96.014149660	4069.775	4909.570	JAGUAS253_20121114_081107.wav	Hyloxalus	237	60	0		
106	Spectrogram 1	1	96.223129252	96.524988662	3380.713	5017.236	JAGUAS253_20121114_081107.wav	Hyloxalus	239	60	0		
107	Spectrogram 1	1	97.314467120	97.546666667	4048.242	4909.570	JAGUAS253_20121114_081107.wav	Hyloxalus	243	60	0		
108	Spectrogram 1	1	97.744036281	97.964625850	4069.775	4931.104	JAGUAS253_20121114_081107.wav	Hyloxalus	244	60	0		
110	Spectrogram 1	1	98.800544218	99.032743764	4091.309	4866.504	JAGUAS253_20121114_081107.wav	Hyloxalus	247	60	0		
112	Spectrogram 1	1	99.822222222	100.066031746	4048.242	4888.037	JAGUAS253_20121114_081107.wav	Hyloxalus	252	60	0		
113	Spectrogram 1	1	100.739410431	100.983219955	3962.109	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	254	60	0		
114	Spectrogram 1	1	101.180589569	101.424399093	3897.510	5060.303	JAGUAS253_20121114_081107.wav	Hyloxalus	255	60	0		
116	Spectrogram 1	1	102.550566893	102.771156463	4112.842	4866.504	JAGUAS253_20121114_081107.wav	Hyloxalus	258	60	0		
117	Spectrogram 1	1	103.467755102	103.723174603	4069.775	4888.037	JAGUAS253_20121114_081107.wav	Hyloxalus	260	60	0		
118	Spectrogram 1	1	104.094693878	104.350113379	4048.242	4780.371	JAGUAS253_20121114_081107.wav	Hyloxalus	261	60	0		
120	Spectrogram 1	1	105.476281179	105.720090703	4069.775	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	264	60	0		
121	Spectrogram 1	1	105.929070295	106.172879819	4026.709	4866.504	JAGUAS253_20121114_081107.wav	Hyloxalus	265	60	0		
122	Spectrogram 1	1	106.381859410	106.637278912	4005.176	4909.570	JAGUAS253_20121114_081107.wav	Hyloxalus	266	60	0		
124	Spectrogram 1	1	108.738684807	109.017324263	3983.643	4909.570	JAGUAS253_20121114_081107.wav	Hyloxalus	271	60	0		
126	Spectrogram 1	1	111.327709751	111.606349206	4026.709	4931.104	JAGUAS253_20121114_081107.wav	Hyloxalus	277	60	0		
128	Spectrogram 1	1	113.521995465	113.696145125	4285.107	4801.904	JAGUAS253_20121114_081107.wav	Hyloxalus	283	60	0		
129	Spectrogram 1	1	113.974784580	114.218594104	4285.107	4801.904	JAGUAS253_20121114_081107.wav	Hyloxalus	286	60	0		
130	Spectrogram 1	1	114.543673469	114.729433107	4328.174	4801.904	JAGUAS253_20121114_081107.wav	Hyloxalus	287	60	0		
131	Spectrogram 1	1	115.588571429	115.751111111	4263.574	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	290	60	0		
133	Spectrogram 1	1	116.633469388	116.865668934	4328.174	4866.504	JAGUAS253_20121114_081107.wav	Hyloxalus	293	60	0		
134	Spectrogram 1	1	117.155918367	117.376507937	4328.174	4823.438	JAGUAS253_20121114_081107.wav	Hyloxalus	294	60	0		
135	Spectrogram 1	1	117.631927438	117.898956916	4263.574	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	295	60	0		
136	Spectrogram 1	1	118.107936508	118.386575964	4285.107	4844.971	JAGUAS253_20121114_081107.wav	Hyloxalus	296	60	0		
