Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	review	type	Reason	offset
858	Spectrogram 1	1	4464.000000000	4467.199000000	24.000	1000.000	SMA03320_20210328_065000.wav	Patagioenas_cayennensis	1288	1	FP		4440
862	Spectrogram 1	1	4473.200000000	4475.199000000	33.200	1000.000	SMA03320_20210328_065000.wav	Patagioenas_cayennensis	1292	1	FP		4440
866	Spectrogram 1	1	4496.400000000	4498.399000000	56.400	1000.000	SMA03320_20210328_065000.wav	Patagioenas_cayennensis	1297	1	FP		4440
893	Spectrogram 1	1	4810.800000000	4812.799000000	10.800	3500.000	SMA03326_20210322_183000.wav	Leptodactylus_fragilis	798	1	FP		4800
917	Spectrogram 1	1	4867.200000000	4869.199000000	7.200	7200.000	SMA03326_20210323_180000.wav	Dendropsophus_microcephalus	506	1	FP		4860
990	Spectrogram 1	1	5561.600000000	5565.999000000	41.600	1000.000	SMA03327_20210323_061000.wav	Patagioenas_cayennensis	1338	1	FP		5520
1116	Spectrogram 1	1	5981.200000000	5983.199000000	41.200	7200.000	SMA03393_20210322_180000.wav	Dendropsophus_microcephalus	459	1	FP		5940
1117	Spectrogram 1	1	5970.000000000	5971.999000000	30.000	7200.000	SMA03393_20210322_180000.wav	Dendropsophus_microcephalus	458	1	FP		5940
1183	Spectrogram 1	1	6289.600000000	6291.599000000	49.600	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	325	1	FP		6240
1184	Spectrogram 1	1	6249.600000000	6251.599000000	9.600	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	322	1	FP		6240
1185	Spectrogram 1	1	6248.000000000	6249.999000000	8.000	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	321	1	FP		6240
1187	Spectrogram 1	1	6277.200000000	6279.199000000	37.200	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	324	1	FP		6240
1357	Spectrogram 1	1	7136.000000000	7137.999000000	56.000	1000.000	SMA03411_20210605_070000.wav	Patagioenas_cayennensis	1324	1	FP		7080
1359	Spectrogram 1	1	7146.800000000	7148.799000000	6.800	1000.000	SMA03411_20210605_074000.wav	Patagioenas_cayennensis	1302	1	FP		7140
109	Spectrogram 1	1	771.600000000	773.599000000	51.600	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1085	1	FP		720
1373	Spectrogram 1	1	7262.800000000	7264.799000000	2.800	7200.000	SMA03411_20210607_200000.wav	Dendropsophus_microcephalus	519	1	FP		7260
1374	Spectrogram 1	1	7271.600000000	7273.599000000	11.600	7200.000	SMA03411_20210607_200000.wav	Dendropsophus_microcephalus	520	1	FP		7260
1376	Spectrogram 1	1	7278.000000000	7280.399000000	18.000	7200.000	SMA03411_20210607_200000.wav	Dendropsophus_microcephalus	522	1	FP		7260
1378	Spectrogram 1	1	7284.800000000	7287.199000000	24.800	7200.000	SMA03411_20210607_200000.wav	Dendropsophus_microcephalus	524	1	FP		7260
1379	Spectrogram 1	1	7378.000000000	7379.999000000	58.000	7200.000	SMA03411_20210608_200000.wav	Dendropsophus_microcephalus	536	1	FP		7320
1381	Spectrogram 1	1	7324.800000000	7326.799000000	4.800	7200.000	SMA03411_20210608_200000.wav	Dendropsophus_microcephalus	534	1	FP		7320
198	Spectrogram 1	1	1227.600000000	1229.599000000	27.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	569	1	TP	Intensity	1200
359	Spectrogram 1	1	2064.400000000	2066.399000000	24.400	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	786	1	TP	Intensity	2040
360	Spectrogram 1	1	2063.600000000	2065.599000000	23.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	785	1	TP	Intensity	2040
361	Spectrogram 1	1	2061.200000000	2063.199000000	21.200	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	784	1	TP	Intensity	2040
364	Spectrogram 1	1	2066.400000000	2068.799000000	26.400	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	787	1	TP	Intensity	2040
365	Spectrogram 1	1	2054.800000000	2057.199000000	14.800	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	782	1	TP	Intensity	2040
871	Spectrogram 1	1	4506.400000000	4508.399000000	6.400	1000.000	SMA03320_20210605_070000.wav	Patagioenas_cayennensis	1279	1	TP	Intensity	4500
945	Spectrogram 1	1	5086.800000000	5089.199000000	46.800	1000.000	SMA03326_20210605_065000.wav	Patagioenas_cayennensis	1268	1	TP	Intensity	5040
1176	Spectrogram 1	1	6227.600000000	6229.599000000	47.600	2500.000	SMA03393_20210602_190000.wav	Boana_platanera	217	1	TP	Intensity	6180
356	Spectrogram 1	1	1984.000000000	1985.999000000	4.000	3100.000	SMA03247_20210607_060000.wav	Dendroplex_picus	366	1	TP	Noise	1980
379	Spectrogram 1	1	2114.800000000	2116.799000000	14.800	3000.000	SMA03251_20210324_051000.wav	Leptodactylus_fuscus	1002	1	TP	Noise	2100
382	Spectrogram 1	1	2115.600000000	2117.599000000	15.600	3000.000	SMA03251_20210324_051000.wav	Leptodactylus_fuscus	1003	1	TP	Noise	2100
393	Spectrogram 1	1	2173.200000000	2175.199000000	13.200	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	729	1	TP	Noise	2160
399	Spectrogram 1	1	2237.200000000	2239.199000000	17.200	3000.000	SMA03251_20210328_191000.wav	Leptodactylus_fuscus	1145	1	TP	Noise	2220
553	Spectrogram 1	1	2988.800000000	2990.799000000	48.800	3000.000	SMA03286_20210323_184000.wav	Leptodactylus_fuscus	1025	1	TP	Noise	2940
955	Spectrogram 1	1	5121.200000000	5123.199000000	21.200	2500.000	SMA03326_20210611_183000.wav	Boana_platanera	226	1	TP	Noise	5100
1041	Spectrogram 1	1	5675.600000000	5677.999000000	35.600	2500.000	SMA03328_20210606_200000.wav	Boana_platanera	49	1	TP	Noise	5640
1042	Spectrogram 1	1	5680.000000000	5681.999000000	40.000	2500.000	SMA03328_20210606_200000.wav	Boana_platanera	52	1	TP	Noise	5640
1064	Spectrogram 1	1	5738.000000000	5739.999000000	38.000	2500.000	SMA03330_20210603_191000.wav	Boana_platanera	36	1	TP	Noise	5700
1168	Spectrogram 1	1	6198.800000000	6200.799000000	18.800	2500.000	SMA03393_20210602_190000.wav	Boana_platanera	206	1	TP	Noise	6180
1172	Spectrogram 1	1	6201.200000000	6203.199000000	21.200	2500.000	SMA03393_20210602_190000.wav	Boana_platanera	207	1	TP	Noise	6180
1369	Spectrogram 1	1	7218.400000000	7220.799000000	18.400	3100.000	SMA03411_20210606_064000.wav	Dendroplex_picus	420	1	TP	Noise	7200
1371	Spectrogram 1	1	7237.200000000	7239.199000000	37.200	3100.000	SMA03411_20210606_064000.wav	Dendroplex_picus	422	1	TP	Noise	7200
368	Spectrogram 1	1	2075.600000000	2077.599000000	35.600	3000.000	SMA03251_20210324_050000.wav	Leptodactylus_fuscus	1094	1	TP	Overlapping	2040
243	Spectrogram 1	1	1432.800000000	1434.799000000	52.800	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	484	1	TP	Overlapping	1380
244	Spectrogram 1	1	1406.800000000	1408.799000000	26.800	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	480	1	TP	Overlapping	1380
249	Spectrogram 1	1	1380.000000000	1383.199000000	0.000	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	477	1	TP	Overlapping	1380
250	Spectrogram 1	1	1429.200000000	1432.399000000	49.200	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	483	1	TP	Overlapping	1380
367	Spectrogram 1	1	2077.600000000	2079.599000000	37.600	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	790	1	TP	Overlapping	2040
371	Spectrogram 1	1	2074.800000000	2077.199000000	34.800	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	789	1	TP	Overlapping	2040
372	Spectrogram 1	1	2086.400000000	2088.399000000	46.400	3000.000	SMA03251_20210324_050000.wav	Leptodactylus_fuscus	1098	1	TP	Overlapping	2040
373	Spectrogram 1	1	2084.000000000	2086.399000000	44.000	3000.000	SMA03251_20210324_050000.wav	Leptodactylus_fuscus	1097	1	TP	Overlapping	2040
377	Spectrogram 1	1	2080.400000000	2082.399000000	40.400	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	792	1	TP	Overlapping	2040
378	Spectrogram 1	1	2079.200000000	2081.199000000	39.200	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	791	1	TP	Overlapping	2040
386	Spectrogram 1	1	2216.400000000	2218.799000000	56.400	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	741	1	TP	Overlapping	2160
387	Spectrogram 1	1	2214.400000000	2216.399000000	54.400	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	740	1	TP	Overlapping	2160
394	Spectrogram 1	1	2175.600000000	2177.599000000	15.600	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	730	1	TP	Overlapping	2160
398	Spectrogram 1	1	2201.200000000	2203.199000000	41.200	3500.000	SMA03251_20210326_191000.wav	Leptodactylus_fragilis	737	1	TP	Overlapping	2160
403	Spectrogram 1	1	2334.800000000	2336.799000000	54.800	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	999	1	TP	Overlapping	2280
420	Spectrogram 1	1	2387.200000000	2389.999000000	47.200	3000.000	SMA03251_20210604_200000.wav	Leptodactylus_fuscus	978	1	TP	Overlapping	2340
424	Spectrogram 1	1	2355.600000000	2357.599000000	15.600	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	256	1	TP	Overlapping	2340
425	Spectrogram 1	1	2363.600000000	2365.599000000	23.600	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	257	1	TP	Overlapping	2340
469	Spectrogram 1	1	2548.400000000	2550.399000000	28.400	2500.000	SMA03251_20210605_194000.wav	Boana_platanera	70	1	TP	Overlapping	2520
548	Spectrogram 1	1	2972.000000000	2975.199000000	32.000	3000.000	SMA03286_20210323_184000.wav	Leptodactylus_fuscus	1020	1	TP	Overlapping	2940
631	Spectrogram 1	1	3405.600000000	3407.599000000	45.600	3000.000	SMA03294_20210328_183000.wav	Leptodactylus_fuscus	885	1	TP	Overlapping	3360
904	Spectrogram 1	1	4899.200000000	4901.199000000	39.200	3500.000	SMA03326_20210323_180000.wav	Leptodactylus_fragilis	766	1	TP	Overlapping	4860
906	Spectrogram 1	1	4901.200000000	4903.199000000	41.200	3500.000	SMA03326_20210323_180000.wav	Leptodactylus_fragilis	768	1	TP	Overlapping	4860
1100	Spectrogram 1	1	5924.800000000	5926.799000000	44.800	3500.000	SMA03393_20210322_171000.wav	Leptodactylus_fragilis	587	1	TP	Overlapping	5880
1180	Spectrogram 1	1	6296.000000000	6297.999000000	56.000	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	327	1	TP	Overlapping	6240
1181	Spectrogram 1	1	6295.200000000	6297.199000000	55.200	2500.000	SMA03393_20210602_193000.wav	Boana_platanera	326	1	TP	Overlapping	6240
1200	Spectrogram 1	1	6347.200000000	6349.199000000	47.200	2500.000	SMA03393_20210609_200000.wav	Boana_platanera	96	1	TP	Overlapping	6300
1372	Spectrogram 1	1	7232.000000000	7235.999000000	32.000	3100.000	SMA03411_20210606_064000.wav	Dendroplex_picus	421	1	TP	Overlapping	7200
172	Spectrogram 1	1	1116.000000000	1117.999000000	36.000	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1151	1	TP	Segment	1080
173	Spectrogram 1	1	1117.600000000	1119.999000000	37.600	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	517	1	TP	Segment	1080
245	Spectrogram 1	1	1418.400000000	1425.199000000	38.400	7200.000	SMA03247_20210324_172000.wav	Dendropsophus_microcephalus	481	1	TP	Segment	1380
401	Spectrogram 1	1	2283.200000000	2285.999000000	3.200	3000.000	SMA03251_20210604_192000.wav	Leptodactylus_fuscus	991	1	TP	Segment	2280
414	Spectrogram 1	1	2376.400000000	2378.399000000	36.400	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	259	1	TP	Segment	2340
416	Spectrogram 1	1	2386.400000000	2388.399000000	46.400	2500.000	SMA03251_20210604_200000.wav	Boana_platanera	264	1	TP	Segment	2340
529	Spectrogram 1	1	2973.200000000	2975.999000000	33.200	3500.000	SMA03286_20210323_184000.wav	Leptodactylus_fragilis	549	1	TP	Segment	2940
679	Spectrogram 1	1	3653.200000000	3655.199000000	53.200	3000.000	SMA03294_20210607_181000.wav	Leptodactylus_fuscus	868	1	TP	Segment	3600
719	Spectrogram 1	1	4000.400000000	4002.399000000	40.400	1000.000	SMA03320_20210319_171000.wav	Patagioenas_cayennensis	1241	1	TP	Segment	3960
796	Spectrogram 1	1	4241.200000000	4243.999000000	41.200	3500.000	SMA03320_20210325_191000.wav	Leptodactylus_fragilis	672	1	TP	Segment	4200
842	Spectrogram 1	1	4373.200000000	4375.999000000	53.200	3000.000	SMA03320_20210327_195000.wav	Leptodactylus_fuscus	929	1	TP	Segment	4320
844	Spectrogram 1	1	4421.200000000	4425.199000000	41.200	1300.000	SMA03320_20210328_054000.wav	Alouatta_sp	1187	1	TP	Segment	4380
845	Spectrogram 1	1	4419.200000000	4422.399000000	39.200	1300.000	SMA03320_20210328_054000.wav	Alouatta_sp	1186	1	TP	Segment	4380
861	Spectrogram 1	1	4471.600000000	4474.399000000	31.600	1000.000	SMA03320_20210328_065000.wav	Patagioenas_cayennensis	1291	1	TP	Segment	4440
1352	Spectrogram 1	1	7082.000000000	7084.399000000	2.000	1000.000	SMA03411_20210605_070000.wav	Patagioenas_cayennensis	1311	1	TP	Segment	7080
1360	Spectrogram 1	1	7147.600000000	7149.599000000	7.600	1000.000	SMA03411_20210605_074000.wav	Patagioenas_cayennensis	1303	1	TP	Segment	7140
1364	Spectrogram 1	1	7161.200000000	7163.599000000	21.200	1000.000	SMA03411_20210605_074000.wav	Patagioenas_cayennensis	1307	1	TP	Segment	7140
1365	Spectrogram 1	1	7163.600000000	7165.599000000	23.600	1000.000	SMA03411_20210605_074000.wav	Patagioenas_cayennensis	1308	1	TP	Segment	7140
366	Spectrogram 1	1	2042.400000000	2044.399000000	2.400	3500.000	SMA03251_20210324_050000.wav	Leptodactylus_fragilis	779	1	TP	Intensity	2040
1	Spectrogram 1	1	55.200000000	57.199000000	55.200	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1093	0			0
2	Spectrogram 1	1	8.800000000	10.799000000	8.800	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1089	0			0
3	Spectrogram 1	1	0.000000000	2.399000000	0.000	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1088	0			0
4	Spectrogram 1	1	50.400000000	52.399000000	50.400	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1092	0			0
5	Spectrogram 1	1	36.800000000	38.799000000	36.800	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1091	0			0
6	Spectrogram 1	1	34.800000000	36.799000000	34.800	3000.000	SMA03126_20210323_050000.wav	Leptodactylus_fuscus	1090	0			0
158	Spectrogram 1	1	1050.000000000	1059.599000000	30.000	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1198	0			1020
159	Spectrogram 1	1	1044.400000000	1047.199000000	24.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1197	0			1020
161	Spectrogram 1	1	1037.200000000	1039.999000000	17.200	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1195	0			1020
163	Spectrogram 1	1	1028.400000000	1035.199000000	8.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1193	0			1020
164	Spectrogram 1	1	1025.600000000	1027.599000000	5.600	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1192	0			1020
165	Spectrogram 1	1	1020.400000000	1023.199000000	0.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1191	0			1020
166	Spectrogram 1	1	1087.600000000	1089.599000000	7.600	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1148	0			1080
167	Spectrogram 1	1	1090.000000000	1092.399000000	10.000	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1149	0			1080
168	Spectrogram 1	1	1091.200000000	1093.199000000	11.200	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1150	0			1080
169	Spectrogram 1	1	1084.800000000	1086.799000000	4.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1146	0			1080
170	Spectrogram 1	1	1116.800000000	1118.799000000	36.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1152	0			1080
171	Spectrogram 1	1	1130.800000000	1133.199000000	50.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1153	0			1080
174	Spectrogram 1	1	1118.800000000	1121.599000000	38.800	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	518	0			1080
175	Spectrogram 1	1	1085.600000000	1087.599000000	5.600	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1147	0			1080
176	Spectrogram 1	1	1116.400000000	1118.799000000	36.400	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	516	0			1080
177	Spectrogram 1	1	1182.800000000	1184.799000000	42.800	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1101	0			1140
178	Spectrogram 1	1	1150.800000000	1152.799000000	10.800	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1099	0			1140
179	Spectrogram 1	1	1164.400000000	1166.799000000	24.400	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1100	0			1140
180	Spectrogram 1	1	1148.400000000	1150.399000000	8.400	7200.000	SMA03210_20210326_180000.wav	Dendropsophus_microcephalus	427	0			1140
181	Spectrogram 1	1	1142.400000000	1149.599000000	2.400	7200.000	SMA03210_20210326_180000.wav	Dendropsophus_microcephalus	426	0			1140
10	Spectrogram 1	1	173.600000000	175.999000000	53.600	3000.000	SMA03126_20210323_195000.wav	Leptodactylus_fuscus	989	0			120
11	Spectrogram 1	1	149.200000000	151.199000000	29.200	3000.000	SMA03126_20210323_195000.wav	Leptodactylus_fuscus	988	0			120
12	Spectrogram 1	1	131.600000000	133.599000000	11.600	3000.000	SMA03126_20210323_195000.wav	Leptodactylus_fuscus	987	0			120
13	Spectrogram 1	1	129.200000000	131.199000000	9.200	3000.000	SMA03126_20210323_195000.wav	Leptodactylus_fuscus	986	0			120
182	Spectrogram 1	1	1200.000000000	1201.999000000	0.000	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1005	0			1200
183	Spectrogram 1	1	1206.000000000	1207.999000000	6.000	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1007	0			1200
184	Spectrogram 1	1	1206.800000000	1208.799000000	6.800	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1008	0			1200
185	Spectrogram 1	1	1210.000000000	1211.999000000	10.000	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1009	0			1200
186	Spectrogram 1	1	1211.600000000	1214.399000000	11.600	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1010	0			1200
187	Spectrogram 1	1	1217.200000000	1219.199000000	17.200	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1011	0			1200
188	Spectrogram 1	1	1218.800000000	1220.799000000	18.800	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1012	0			1200
189	Spectrogram 1	1	1202.000000000	1203.999000000	2.000	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1006	0			1200
190	Spectrogram 1	1	1248.400000000	1250.399000000	48.400	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1014	0			1200
191	Spectrogram 1	1	1219.200000000	1221.599000000	19.200	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	567	0			1200
192	Spectrogram 1	1	1248.800000000	1250.799000000	48.800	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	572	0			1200
193	Spectrogram 1	1	1244.400000000	1246.399000000	44.400	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	571	0			1200
194	Spectrogram 1	1	1233.600000000	1235.599000000	33.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	570	0			1200
195	Spectrogram 1	1	1202.800000000	1204.799000000	2.800	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	561	0			1200
196	Spectrogram 1	1	1204.000000000	1205.999000000	4.000	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	562	0			1200
197	Spectrogram 1	1	1234.800000000	1237.599000000	34.800	3000.000	SMA03247_20210322_180000.wav	Leptodactylus_fuscus	1013	0			1200
199	Spectrogram 1	1	1226.400000000	1228.399000000	26.400	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	568	0			1200
200	Spectrogram 1	1	1249.600000000	1251.599000000	49.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	573	0			1200
201	Spectrogram 1	1	1254.400000000	1256.799000000	54.400	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	574	0			1200
202	Spectrogram 1	1	1201.600000000	1203.999000000	1.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	560	0			1200
203	Spectrogram 1	1	1206.000000000	1208.399000000	6.000	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	563	0			1200
204	Spectrogram 1	1	1225.200000000	1231.599000000	25.200	7200.000	SMA03247_20210322_180000.wav	Dendropsophus_microcephalus	429	0			1200
205	Spectrogram 1	1	1217.200000000	1224.399000000	17.200	7200.000	SMA03247_20210322_180000.wav	Dendropsophus_microcephalus	428	0			1200
206	Spectrogram 1	1	1207.600000000	1209.599000000	7.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	564	0			1200
207	Spectrogram 1	1	1209.600000000	1211.999000000	9.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	565	0			1200
208	Spectrogram 1	1	1217.600000000	1219.599000000	17.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	566	0			1200
209	Spectrogram 1	1	1299.600000000	1301.999000000	39.600	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	721	0			1260
210	Spectrogram 1	1	1303.200000000	1305.199000000	43.200	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	722	0			1260
211	Spectrogram 1	1	1308.000000000	1309.999000000	48.000	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	723	0			1260
212	Spectrogram 1	1	1308.800000000	1310.799000000	48.800	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	724	0			1260
213	Spectrogram 1	1	1315.600000000	1317.599000000	55.600	3500.000	SMA03247_20210322_181000.wav	Leptodactylus_fragilis	725	0			1260
