Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File	Specie ID	Original Index	review	type	Reason	offset
1050	Spectrogram 1	1	6019.600000000	6021.999000000	19.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1049	0			6000
1051	Spectrogram 1	1	6031.200000000	6033.199000000	31.200	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1050	0			6000
1052	Spectrogram 1	1	6032.400000000	6034.399000000	32.400	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1051	0			6000
1053	Spectrogram 1	1	6036.000000000	6037.999000000	36.000	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1052	0			6000
1054	Spectrogram 1	1	6037.600000000	6039.599000000	37.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1053	0			6000
1055	Spectrogram 1	1	6056.400000000	6058.399000000	56.400	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1054	0			6000
1056	Spectrogram 1	1	6057.600000000	6059.999000000	57.600	3000.000	SMA03126_20210323_200000.wav	Leptodactylus_fuscus	1055	0			6000
1189	Spectrogram 1	1	7298.000000000	7299.999000000	38.000	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1188	0			7260
1190	Spectrogram 1	1	7300.800000000	7303.599000000	40.800	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1189	0			7260
1191	Spectrogram 1	1	7304.400000000	7307.199000000	44.400	1000.000	SMA03126_20210327_072000.wav	Patagioenas_cayennensis	1190	0			7260
404	Spectrogram 1	1	1682.000000000	1683.999000000	2.000	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	403	0			1680
405	Spectrogram 1	1	1682.800000000	1685.199000000	2.800	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	404	1	TP	Noise	1680
406	Spectrogram 1	1	1688.000000000	1689.999000000	8.000	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	405	0			1680
407	Spectrogram 1	1	1707.200000000	1709.199000000	27.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	406	1	TP	Noise	1680
408	Spectrogram 1	1	1709.600000000	1711.599000000	29.600	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	407	0			1680
409	Spectrogram 1	1	1710.400000000	1713.599000000	30.400	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	408	1	TP	Segment	1680
410	Spectrogram 1	1	1713.200000000	1715.199000000	33.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	409	0			1680
411	Spectrogram 1	1	1714.000000000	1715.999000000	34.000	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	410	0			1680
412	Spectrogram 1	1	1714.800000000	1716.799000000	34.800	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	411	0			1680
413	Spectrogram 1	1	1723.200000000	1725.199000000	43.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	412	0			1680
414	Spectrogram 1	1	1726.000000000	1728.399000000	46.000	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	413	1	FP		1680
415	Spectrogram 1	1	1727.200000000	1730.399000000	47.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	414	0			1680
416	Spectrogram 1	1	1729.200000000	1731.199000000	49.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	415	1	TP	Segment	1680
417	Spectrogram 1	1	1730.000000000	1731.999000000	50.000	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	416	0			1680
418	Spectrogram 1	1	1731.200000000	1733.199000000	51.200	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	417	0			1680
419	Spectrogram 1	1	1734.800000000	1736.799000000	54.800	3100.000	SMA03126_20210609_182000.wav	Dendroplex_picus	418	1	TP	Noise	1680
463	Spectrogram 1	1	2510.800000000	2513.599000000	50.800	7200.000	SMA03126_20210609_182000.wav	Dendropsophus_microcephalus	462	0			2460
973	Spectrogram 1	1	5400.800000000	5403.599000000	0.800	3000.000	SMA03126_20210611_175000.wav	Leptodactylus_fuscus	972	0			5400
974	Spectrogram 1	1	5411.200000000	5413.199000000	11.200	3000.000	SMA03126_20210611_175000.wav	Leptodactylus_fuscus	973	0			5400
975	Spectrogram 1	1	5456.400000000	5458.399000000	56.400	3000.000	SMA03126_20210611_175000.wav	Leptodactylus_fuscus	974	0			5400
1	Spectrogram 1	1	1.200000000	3.199000000	1.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	0	0			0
2	Spectrogram 1	1	2.000000000	3.999000000	2.000	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	1	0			0
3	Spectrogram 1	1	8.800000000	10.799000000	8.800	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	2	0			0
4	Spectrogram 1	1	9.600000000	11.599000000	9.600	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	3	0			0
5	Spectrogram 1	1	12.800000000	14.799000000	12.800	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	4	0			0
6	Spectrogram 1	1	17.200000000	19.999000000	17.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	5	0			0
7	Spectrogram 1	1	25.200000000	27.599000000	25.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	6	0			0
8	Spectrogram 1	1	29.200000000	31.199000000	29.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	7	0			0
9	Spectrogram 1	1	35.200000000	37.599000000	35.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	8	0			0
10	Spectrogram 1	1	46.000000000	47.999000000	46.000	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	9	0			0
11	Spectrogram 1	1	46.800000000	48.799000000	46.800	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	10	0			0
12	Spectrogram 1	1	47.600000000	49.599000000	47.600	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	11	0			0
13	Spectrogram 1	1	49.200000000	52.399000000	49.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	12	0			0
14	Spectrogram 1	1	52.000000000	53.999000000	52.000	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	13	0			0
15	Spectrogram 1	1	55.200000000	57.199000000	55.200	2500.000	SMA03126_20210611_200000.wav	Boana_platanera	14	0			0
1130	Spectrogram 1	1	6669.200000000	6671.599000000	9.200	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1129	0			6660
1131	Spectrogram 1	1	6670.400000000	6672.399000000	10.400	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1130	0			6660
1132	Spectrogram 1	1	6674.000000000	6675.999000000	14.000	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1131	0			6660
1133	Spectrogram 1	1	6674.800000000	6676.799000000	14.800	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1132	0			6660
1134	Spectrogram 1	1	6675.600000000	6677.599000000	15.600	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1133	0			6660
1135	Spectrogram 1	1	6680.400000000	6682.399000000	20.400	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1134	0			6660
1136	Spectrogram 1	1	6694.400000000	6696.799000000	34.400	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1135	0			6660
1137	Spectrogram 1	1	6696.000000000	6698.399000000	36.000	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1136	0			6660
1138	Spectrogram 1	1	6702.000000000	6703.999000000	42.000	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1137	0			6660
1139	Spectrogram 1	1	6703.600000000	6705.599000000	43.600	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1138	0			6660
1140	Spectrogram 1	1	6708.400000000	6710.399000000	48.400	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1139	0			6660
1141	Spectrogram 1	1	6712.400000000	6714.399000000	52.400	3000.000	SMA03126_20210611_200000.wav	Leptodactylus_fuscus	1140	0			6660
626	Spectrogram 1	1	3540.000000000	3542.799000000	0.000	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	625	0			3540
627	Spectrogram 1	1	3541.600000000	3544.399000000	1.600	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	626	0			3540
628	Spectrogram 1	1	3543.200000000	3545.599000000	3.200	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	627	1	TP	Noise	3540
629	Spectrogram 1	1	3545.600000000	3548.399000000	5.600	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	628	0			3540
630	Spectrogram 1	1	3548.800000000	3551.199000000	8.800	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	629	0			3540
631	Spectrogram 1	1	3551.200000000	3553.599000000	11.200	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	630	1	FP		3540
632	Spectrogram 1	1	3553.200000000	3556.799000000	13.200	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	631	1	FP		3540
633	Spectrogram 1	1	3576.400000000	3578.399000000	36.400	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	632	1	TP	Noise	3540
634	Spectrogram 1	1	3590.800000000	3592.799000000	50.800	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	633	1	TP	Noise	3540
635	Spectrogram 1	1	3594.400000000	3598.399000000	54.400	3500.000	SMA03175ICP_20210324_170000.wav	Leptodactylus_fragilis	634	0			3540
1142	Spectrogram 1	1	6731.600000000	6733.599000000	11.600	3000.000	SMA03175ICP_20210326_052000.wav	Leptodactylus_fuscus	1141	0			6720
1143	Spectrogram 1	1	6753.600000000	6755.599000000	33.600	3000.000	SMA03175ICP_20210326_052000.wav	Leptodactylus_fuscus	1142	0			6720
1144	Spectrogram 1	1	6766.800000000	6769.599000000	46.800	3000.000	SMA03175ICP_20210326_052000.wav	Leptodactylus_fuscus	1143	0			6720
1145	Spectrogram 1	1	6773.600000000	6775.999000000	53.600	3000.000	SMA03175ICP_20210326_052000.wav	Leptodactylus_fuscus	1144	0			6720
356	Spectrogram 1	1	1260.400000000	1262.399000000	0.400	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	355	1	TP	Noise	1260
357	Spectrogram 1	1	1268.000000000	1269.999000000	8.000	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	356	0			1260
358	Spectrogram 1	1	1274.000000000	1275.999000000	14.000	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	357	0			1260
359	Spectrogram 1	1	1280.000000000	1282.799000000	20.000	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	358	1	TP	Overlapping	1260
360	Spectrogram 1	1	1288.800000000	1291.599000000	28.800	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	359	1	TP	Segment	1260
361	Spectrogram 1	1	1302.000000000	1303.999000000	42.000	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	360	1	FP		1260
362	Spectrogram 1	1	1304.800000000	1306.799000000	44.800	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	361	0			1260
363	Spectrogram 1	1	1305.600000000	1307.599000000	45.600	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	362	0			1260
364	Spectrogram 1	1	1310.800000000	1313.599000000	50.800	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	363	1	TP	Overlapping	1260
365	Spectrogram 1	1	1315.600000000	1317.599000000	55.600	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	364	1	FP		1260
366	Spectrogram 1	1	1316.800000000	1318.799000000	56.800	3100.000	SMA03175ICP_20210326_181000.wav	Dendroplex_picus	365	1	FP		1260
1224	Spectrogram 1	1	7500.000000000	7502.399000000	0.000	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1223	0			7500
1225	Spectrogram 1	1	7502.000000000	7504.399000000	2.000	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1224	0			7500
1226	Spectrogram 1	1	7509.600000000	7512.399000000	9.600	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1225	0			7500
1227	Spectrogram 1	1	7517.600000000	7520.399000000	17.600	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1226	0			7500
1228	Spectrogram 1	1	7528.400000000	7531.999000000	28.400	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1227	0			7500
1229	Spectrogram 1	1	7534.400000000	7536.399000000	34.400	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1228	0			7500
1230	Spectrogram 1	1	7544.000000000	7546.799000000	44.000	1000.000	SMA03175ICP_20210607_073000.wav	Patagioenas_cayennensis	1229	0			7500
1077	Spectrogram 1	1	6250.800000000	6253.199000000	10.800	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1076	0			6240
1078	Spectrogram 1	1	6252.000000000	6254.399000000	12.000	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1077	0			6240
1079	Spectrogram 1	1	6254.800000000	6256.799000000	14.800	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1078	0			6240
1080	Spectrogram 1	1	6261.600000000	6263.599000000	21.600	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1079	0			6240
1081	Spectrogram 1	1	6273.600000000	6275.999000000	33.600	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1080	0			6240
1082	Spectrogram 1	1	6278.800000000	6281.199000000	38.800	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1081	0			6240
1083	Spectrogram 1	1	6280.000000000	6282.399000000	40.000	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1082	0			6240
1084	Spectrogram 1	1	6285.200000000	6287.199000000	45.200	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1083	0			6240
1085	Spectrogram 1	1	6287.200000000	6289.199000000	47.200	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1084	0			6240
1086	Spectrogram 1	1	6291.600000000	6293.599000000	51.600	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1085	0			6240
1087	Spectrogram 1	1	6294.000000000	6295.999000000	54.000	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1086	0			6240
1088	Spectrogram 1	1	6296.800000000	6298.799000000	56.800	3000.000	SMA03175ICP_20210608_182000.wav	Leptodactylus_fuscus	1087	0			6240
385	Spectrogram 1	1	1507.200000000	1509.599000000	7.200	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	384	0			1500
386	Spectrogram 1	1	1518.800000000	1520.799000000	18.800	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	385	1	TP	Overlapping	1500
387	Spectrogram 1	1	1519.600000000	1521.999000000	19.600	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	386	1	TP	Overlapping	1500
388	Spectrogram 1	1	1534.800000000	1537.199000000	34.800	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	387	0			1500
389	Spectrogram 1	1	1542.000000000	1544.399000000	42.000	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	388	0			1500
390	Spectrogram 1	1	1550.000000000	1552.399000000	50.000	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	389	0			1500
391	Spectrogram 1	1	1551.200000000	1553.199000000	51.200	3100.000	SMA03210_20210320_054000.wav	Dendroplex_picus	390	0			1500
379	Spectrogram 1	1	1451.200000000	1453.599000000	11.200	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	378	1	TP	Segment	1440
380	Spectrogram 1	1	1459.600000000	1462.399000000	19.600	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	379	0			1440
381	Spectrogram 1	1	1461.600000000	1464.799000000	21.600	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	380	0			1440
382	Spectrogram 1	1	1467.600000000	1469.599000000	27.600	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	381	1	TP	Noise	1440
383	Spectrogram 1	1	1487.600000000	1489.599000000	47.600	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	382	0			1440
384	Spectrogram 1	1	1497.600000000	1499.999000000	57.600	3100.000	SMA03210_20210320_055000.wav	Dendroplex_picus	383	0			1440
1208	Spectrogram 1	1	7451.200000000	7453.599000000	11.200	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1207	0			7440
1209	Spectrogram 1	1	7454.400000000	7456.399000000	14.400	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1208	0			7440
1210	Spectrogram 1	1	7460.000000000	7462.799000000	20.000	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1209	0			7440
1211	Spectrogram 1	1	7467.600000000	7469.599000000	27.600	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1210	0			7440
1212	Spectrogram 1	1	7468.400000000	7470.399000000	28.400	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1211	0			7440
1213	Spectrogram 1	1	7469.200000000	7471.199000000	29.200	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1212	0			7440
1214	Spectrogram 1	1	7472.000000000	7474.799000000	32.000	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1213	0			7440
1215	Spectrogram 1	1	7476.000000000	7477.999000000	36.000	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1214	0			7440
1216	Spectrogram 1	1	7477.600000000	7479.599000000	37.600	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1215	0			7440
1217	Spectrogram 1	1	7478.400000000	7483.999000000	38.400	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1216	0			7440
1218	Spectrogram 1	1	7482.800000000	7485.599000000	42.800	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1217	0			7440
1219	Spectrogram 1	1	7484.400000000	7487.199000000	44.400	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1218	0			7440
1220	Spectrogram 1	1	7486.000000000	7488.799000000	46.000	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1219	0			7440
1221	Spectrogram 1	1	7487.600000000	7489.599000000	47.600	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1220	0			7440
1222	Spectrogram 1	1	7493.200000000	7495.199000000	53.200	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1221	0			7440
1223	Spectrogram 1	1	7494.000000000	7496.799000000	54.000	1000.000	SMA03210_20210320_075000.wav	Patagioenas_cayennensis	1222	0			7440
1201	Spectrogram 1	1	7380.000000000	7385.599000000	0.000	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1200	0			7380
1202	Spectrogram 1	1	7391.200000000	7393.999000000	11.200	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1201	0			7380
1203	Spectrogram 1	1	7408.000000000	7410.399000000	28.000	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1202	0			7380
1204	Spectrogram 1	1	7429.200000000	7431.199000000	49.200	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1203	0			7380
1205	Spectrogram 1	1	7430.000000000	7431.999000000	50.000	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1204	0			7380
1206	Spectrogram 1	1	7435.600000000	7437.599000000	55.600	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1205	0			7380
1207	Spectrogram 1	1	7437.600000000	7439.999000000	57.600	1000.000	SMA03210_20210320_080000.wav	Patagioenas_cayennensis	1206	0			7380
1192	Spectrogram 1	1	7320.400000000	7323.199000000	0.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1191	0			7320
1193	Spectrogram 1	1	7325.600000000	7327.599000000	5.600	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1192	0			7320
1194	Spectrogram 1	1	7328.400000000	7335.199000000	8.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1193	0			7320
1195	Spectrogram 1	1	7334.000000000	7338.399000000	14.000	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1194	0			7320
1196	Spectrogram 1	1	7337.200000000	7339.999000000	17.200	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1195	0			7320
1197	Spectrogram 1	1	7342.000000000	7344.799000000	22.000	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1196	0			7320
1198	Spectrogram 1	1	7344.400000000	7347.199000000	24.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1197	0			7320
1199	Spectrogram 1	1	7350.000000000	7359.599000000	30.000	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1198	0			7320
1200	Spectrogram 1	1	7358.400000000	7361.199000000	38.400	1000.000	SMA03210_20210321_171000.wav	Patagioenas_cayennensis	1199	1	TP	Segment	7320
517	Spectrogram 1	1	3036.400000000	3038.799000000	36.400	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	516	0			3000
518	Spectrogram 1	1	3037.600000000	3039.999000000	37.600	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	517	0			3000
519	Spectrogram 1	1	3038.800000000	3041.599000000	38.800	7200.000	SMA03210_20210326_175000.wav	Dendropsophus_microcephalus	518	0			3000
1147	Spectrogram 1	1	6844.800000000	6846.799000000	4.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1146	0			6840
1148	Spectrogram 1	1	6845.600000000	6847.599000000	5.600	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1147	0			6840
1149	Spectrogram 1	1	6847.600000000	6849.599000000	7.600	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1148	0			6840
1150	Spectrogram 1	1	6850.000000000	6852.399000000	10.000	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1149	0			6840
1151	Spectrogram 1	1	6851.200000000	6853.199000000	11.200	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1150	0			6840
1152	Spectrogram 1	1	6876.000000000	6877.999000000	36.000	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1151	0			6840
1153	Spectrogram 1	1	6876.800000000	6878.799000000	36.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1152	0			6840
1154	Spectrogram 1	1	6890.800000000	6893.199000000	50.800	3000.000	SMA03210_20210326_175000.wav	Leptodactylus_fuscus	1153	0			6840
427	Spectrogram 1	1	1982.400000000	1989.599000000	2.400	7200.000	SMA03210_20210326_180000.wav	Dendropsophus_microcephalus	426	0			1980
428	Spectrogram 1	1	1988.400000000	1990.399000000	8.400	7200.000	SMA03210_20210326_180000.wav	Dendropsophus_microcephalus	427	0			1980
1100	Spectrogram 1	1	6430.800000000	6432.799000000	10.800	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1099	1	FP		6420
1101	Spectrogram 1	1	6444.400000000	6446.799000000	24.400	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1100	0			6420
1102	Spectrogram 1	1	6462.800000000	6464.799000000	42.800	3000.000	SMA03210_20210326_180000.wav	Leptodactylus_fuscus	1101	0			6420
429	Spectrogram 1	1	2057.200000000	2064.399000000	17.200	7200.000	SMA03247_20210322_180000.wav	Dendropsophus_microcephalus	428	0			2040
430	Spectrogram 1	1	2065.200000000	2071.599000000	25.200	7200.000	SMA03247_20210322_180000.wav	Dendropsophus_microcephalus	429	0			2040
561	Spectrogram 1	1	3301.600000000	3303.999000000	1.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	560	0			3300
562	Spectrogram 1	1	3302.800000000	3304.799000000	2.800	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	561	0			3300
563	Spectrogram 1	1	3304.000000000	3305.999000000	4.000	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	562	0			3300
564	Spectrogram 1	1	3306.000000000	3308.399000000	6.000	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	563	0			3300
565	Spectrogram 1	1	3307.600000000	3309.599000000	7.600	3500.000	SMA03247_20210322_180000.wav	Leptodactylus_fragilis	564	0			3300
